,gene_id,gene_name
26187,ENSG00000091640,SPAG7
26210,ENSG00000108561,C1QBP
26221,ENSG00000129235,TXNDC17
26226,ENSG00000132530,XAF1
26258,ENSG00000132507,EIF5A
26262,ENSG00000072818,ACAP1
26269,ENSG00000205544,TMEM256
26286,ENSG00000129226,CD68
26288,ENSG00000129255,MPDU1
26293,ENSG00000141504,SAT2
26301,ENSG00000183011,LSMD1
26318,ENSG00000220205,VAMP2
26321,ENSG00000196544,C17orf59
26323,ENSG00000178977,LINC00324
26329,ENSG00000108961,RANGRF
26340,ENSG00000166579,NDEL1
26351,ENSG00000170310,STX8
26449,ENSG00000011295,TTC19
26450,ENSG00000141027,NCOR1
26478,ENSG00000141030,COPS3
26497,ENSG00000091542,ALKBH5
26499,ENSG00000177731,FLII
26517,ENSG00000141127,PRPSAP2
26585,ENSG00000034152,MAP2K3
26605,ENSG00000109046,WSB1
26611,ENSG00000168961,LGALS9
26628,ENSG00000004142,POLDIP2
26640,ENSG00000109103,UNC119
26649,ENSG00000132581,SDF2
26691,ENSG00000141298,SSH2
26714,ENSG00000176390,CRLF3
26730,ENSG00000126860,EVI2A
26748,ENSG00000010244,ZNF207
26805,ENSG00000205045,SLFN12L
26820,ENSG00000172660,TAF15
26854,ENSG00000005955,GGNBP2
26881,ENSG00000174100,MRPL45
26893,ENSG00000230055,CISD3
26896,ENSG00000108294,PSMB3
26901,ENSG00000002834,LASP1
26927,ENSG00000141741,MIEN1
26937,ENSG00000108344,PSMD3
26943,ENSG00000188895,MSL1
26957,ENSG00000126353,CCR7
26958,ENSG00000073584,SMARCE1
26967,ENSG00000186395,KRT10
27047,ENSG00000108774,RAB5C
27055,ENSG00000168610,STAT3
27064,ENSG00000141699,FAM134C
27090,ENSG00000068079,IFI35
27131,ENSG00000108312,UBTF
27140,ENSG00000030582,GRN
27143,ENSG00000186566,GPATCH8
27173,ENSG00000184922,FMNL1
27219,ENSG00000108424,KPNB1
27236,ENSG00000108465,CDK5RAP3
27268,ENSG00000136436,CALCOCO2
27269,ENSG00000159199,ATP5G1
27271,ENSG00000159210,SNF8
27280,ENSG00000108798,ABI3
27286,ENSG00000167085,PHB
27294,ENSG00000121073,SLC35B1
27323,ENSG00000108826,MRPL27
27325,ENSG00000108829,LRRC59
27341,ENSG00000108848,LUC7L3
27366,ENSG00000166260,COX11
27387,ENSG00000121064,SCPEP1
27396,ENSG00000181610,MRPS23
27399,ENSG00000136451,VEZF1
27413,ENSG00000265206,MIR142
27436,ENSG00000141367,CLTC
27438,ENSG00000062716,VMP1
27500,ENSG00000087191,PSMC5
27507,ENSG00000007312,CD79B
27512,ENSG00000108622,ICAM2
27560,ENSG00000108946,PRKAR1A
27627,ENSG00000167851,CD300A
27638,ENSG00000109062,SLC9A3R1
27652,ENSG00000167863,ATP5H
27655,ENSG00000125458,NT5C
27656,ENSG00000189159,HN1
27661,ENSG00000125445,MRPS7
27662,ENSG00000125457,MIF4GD
27665,ENSG00000177885,GRB2
27676,ENSG00000161526,SAP30BP
27680,ENSG00000108479,GALK1
27684,ENSG00000092929,UNC13D
27721,ENSG00000181038,METTL23
27732,ENSG00000184640,SEPT9
27744,ENSG00000108639,SYNGR2
27752,ENSG00000184557,SOCS3
27754,ENSG00000087157,PGS1
27760,ENSG00000108669,CYTH1
27766,ENSG00000108679,LGALS3BP
27787,ENSG00000141543,EIF4A3
27792,ENSG00000173821,RNF213
27816,ENSG00000224877,C17orf89
27832,ENSG00000204237,OXLD1
27837,ENSG00000262814,MRPL12
27844,ENSG00000185624,P4HB
27847,ENSG00000141522,ARHGDIA
27851,ENSG00000141552,ANAPC11
27865,ENSG00000169689,STRA13
27868,ENSG00000169738,DCXR
27878,ENSG00000141526,SLC16A3
27883,ENSG00000173762,CD7
27890,ENSG00000178927,C17orf62
27900,ENSG00000141560,FN3KRP
27917,ENSG00000101557,USP14
27962,ENSG00000177426,TGIF1
28011,ENSG00000178127,NDUFV2
28014,ENSG00000101745,ANKRD12
28025,ENSG00000101558,VAPA
28048,ENSG00000255112,CHMP1B
28051,ENSG00000154889,MPPE1
28070,ENSG00000128789,PSMG2
28075,ENSG00000175354,PTPN2
28116,ENSG00000167088,SNRPD1
28118,ENSG00000158201,ABHD3
28139,ENSG00000141452,C18orf8
28230,ENSG00000172466,ZNF24
28245,ENSG00000134779,TPGS2
28273,ENSG00000152240,HAUS1
28289,ENSG00000134049,IER3IP1
28293,ENSG00000175387,SMAD2
28305,ENSG00000177576,C18orf32
28312,ENSG00000167315,ACAA2
28357,ENSG00000091164,TXNL1
28389,ENSG00000166562,SEC11C
28400,ENSG00000141682,PMAIP1
28492,ENSG00000133313,CNDP2
28552,ENSG00000141759,TXNL4A
28572,ENSG00000125826,RBCK1
28574,ENSG00000101266,CSNK2A1
28583,ENSG00000125818,PSMF1
28592,ENSG00000088832,FKBP1A
28593,ENSG00000088833,NSFL1C
28608,ENSG00000125835,SNRPB
28612,ENSG00000101361,NOP56
28613,ENSG00000101365,IDH3B
28624,ENSG00000125901,MRPS26
28631,ENSG00000198171,DDRGK1
28632,ENSG00000125877,ITPA
28640,ENSG00000101220,C20orf27
28660,ENSG00000089063,TMEM230
28735,ENSG00000125870,SNRPB2
28740,ENSG00000125868,DSTN
28744,ENSG00000089006,SNX5
28748,ENSG00000232838,PET117
28757,ENSG00000101310,SEC23B
28758,ENSG00000232388,LINC00493
28771,ENSG00000173418,NAA20
28807,ENSG00000132661,NXT1
28817,ENSG00000101439,CST3
28832,ENSG00000077984,CST7
28877,ENSG00000088356,PDRG1
28881,ENSG00000101336,HCK
28893,ENSG00000149600,COMMD7
28895,ENSG00000101367,MAPRE1
28925,ENSG00000125970,RALY
28928,ENSG00000125977,EIF2S2
28933,ENSG00000125971,DYNLRB1
28949,ENSG00000242372,EIF6
28959,ENSG00000125991,ERGIC3
28965,ENSG00000125995,ROMO1
28966,ENSG00000131051,RBM39
28968,ENSG00000171222,SCAND1
28983,ENSG00000101084,C20orf24
28989,ENSG00000101347,SAMHD1
28993,ENSG00000118705,RPN2
28997,ENSG00000166619,BLCAP
29026,ENSG00000204103,MAFB
29050,ENSG00000132823,OSER1
29066,ENSG00000196839,ADA
29076,ENSG00000101109,STK4
29091,ENSG00000124155,PIGT
29118,ENSG00000064601,CTSA
29158,ENSG00000124228,DDX27
29166,ENSG00000124226,RNF114
29171,ENSG00000240849,TMEM189
29175,ENSG00000172216,CEBPB
29176,ENSG00000224397,RP11-290F20.3
29184,ENSG00000124243,BCAS4
29187,ENSG00000000419,DPM1
29226,ENSG00000022277,RTFDC1
29242,ENSG00000132819,RBM38
29258,ENSG00000124222,STX16
29265,ENSG00000087460,GNAS
29268,ENSG00000101160,CTSZ
29271,ENSG00000101166,SLMO2
29295,ENSG00000101181,MTG2
29298,ENSG00000130706,ADRM1
29321,ENSG00000101189,MRGBP
29327,ENSG00000101193,GID8
29355,ENSG00000197457,STMN3
29380,ENSG00000171703,TCEA2
29382,ENSG00000171700,RGS19
29403,ENSG00000141933,TPGS1
29405,ENSG00000197540,GZMM
29407,ENSG00000172270,BSG
29414,ENSG00000070423,RNF126
29423,ENSG00000011304,PTBP1
29428,ENSG00000197766,CFD
29430,ENSG00000198858,R3HDM4
29442,ENSG00000180448,HMHA1
29443,ENSG00000099817,POLR2E
29453,ENSG00000228300,C19orf24
29458,ENSG00000115286,NDUFS7
29461,ENSG00000071626,DAZAP1
29465,ENSG00000119559,C19orf25
29495,ENSG00000099875,MKNK2
29511,ENSG00000099800,TIMM13
29514,ENSG00000099860,GADD45B
29515,ENSG00000176533,GNG7
29538,ENSG00000125910,S1PR4
29560,ENSG00000183617,MRPL54
29562,ENSG00000007264,MATK
29570,ENSG00000178951,ZBTB7A
29575,ENSG00000105246,EBI3
29589,ENSG00000167671,UBXN6
29600,ENSG00000074842,C19orf10
29617,ENSG00000130254,SAFB2
29620,ENSG00000174917,C19orf70
29633,ENSG00000174886,NDUFA11
29650,ENSG00000125656,CLPP
29651,ENSG00000125652,ALKBH7
29697,ENSG00000229833,PET100
29701,ENSG00000076944,STXBP2
29703,ENSG00000183019,C19orf59
29719,ENSG00000104976,SNAPC2
29732,ENSG00000267855,NDUFA7
29738,ENSG00000099785,MARCH2
29743,ENSG00000142347,MYO1F
29783,ENSG00000127445,PIN1
29788,ENSG00000130813,C19orf66
29798,ENSG00000105364,MRPL4
29810,ENSG00000076662,ICAM3
29812,ENSG00000105401,CDC37
29820,ENSG00000129353,SLC44A2
29822,ENSG00000267100,ILF3-AS1
29827,ENSG00000214212,C19orf38
29841,ENSG00000105518,TMEM205
29849,ENSG00000130175,PRKCSH
29853,ENSG00000130159,ECSIT
29902,ENSG00000105583,WDR83OS
29910,ENSG00000198356,ASNA1
29915,ENSG00000167815,PRDX2
29928,ENSG00000179218,CALR
29930,ENSG00000179262,RAD23A
29931,ENSG00000179271,GADD45GIP1
29945,ENSG00000104957,CCDC130
29948,ENSG00000104979,C19orf53
29952,ENSG00000267519,MIR24-2
29975,ENSG00000123146,CD97
29977,ENSG00000123136,DDX39A
29978,ENSG00000123143,PKN1
29981,ENSG00000132002,DNAJB1
29982,ENSG00000099797,TECR
29983,ENSG00000099795,NDUFB7
30010,ENSG00000105122,RASAL3
30026,ENSG00000167460,TPM4
30028,ENSG00000167461,RAB8A
30030,ENSG00000196684,HSH2D
30032,ENSG00000105058,FAM32A
30034,ENSG00000072958,AP1M1
30051,ENSG00000214046,SMIM7
30060,ENSG00000099331,MYO9B
30065,ENSG00000053501,USE1
30074,ENSG00000130312,MRPL34
30075,ENSG00000130311,DDA1
30081,ENSG00000130303,BST2
30092,ENSG00000130313,PGLS
30108,ENSG00000105643,ARRDC2
30114,ENSG00000216490,IFI30
30120,ENSG00000130522,JUND
30121,ENSG00000130520,LSM4
30125,ENSG00000130511,SSBP4
30130,ENSG00000105701,FKBP8
30132,ENSG00000105700,KXD1
30137,ENSG00000006015,C19orf60
30148,ENSG00000105671,DDX49
30159,ENSG00000064490,RFXANK
30275,ENSG00000169021,UQCRFS1
30312,ENSG00000105185,PDCD5
30338,ENSG00000124299,PEPD
30342,ENSG00000257103,LSM14A
30345,ENSG00000105220,GPI
30382,ENSG00000105698,USF2
30398,ENSG00000105677,TMEM147
30403,ENSG00000126254,RBM42
30410,ENSG00000126246,IGFLR1
30413,ENSG00000205155,PSENEN
30427,ENSG00000167604,NFKBID
30429,ENSG00000011600,TYROBP
30433,ENSG00000205138,SDHAF1
30441,ENSG00000105258,POLR2I
30442,ENSG00000105254,TBCB
30443,ENSG00000126247,CAPNS1
30449,ENSG00000232677,LINC00665
30507,ENSG00000167642,SPINT2
30516,ENSG00000099341,PSMD8
30536,ENSG00000104823,ECH1
30539,ENSG00000104824,HNRNPL
30547,ENSG00000128626,MRPS12
30585,ENSG00000105202,FBL
30587,ENSG00000013275,PSMC4
30601,ENSG00000197019,SERTAD1
30604,ENSG00000090013,BLVRB
30606,ENSG00000160410,SHKBP1
30612,ENSG00000077312,SNRPA
30628,ENSG00000105323,HNRNPUL1
30629,ENSG00000105329,TGFB1
30635,ENSG00000077348,EXOSC5
30656,ENSG00000105369,CD79A
30657,ENSG00000076928,ARHGEF1
30658,ENSG00000105404,RABAC1
30663,ENSG00000028277,POU2F2
30666,ENSG00000160570,DEDD2
30668,ENSG00000105723,GSK3A
30673,ENSG00000079462,PAFAH1B3
30709,ENSG00000131116,ZNF428
30757,ENSG00000130204,TOMM40
30775,ENSG00000007255,TRAPPC6A
30791,ENSG00000125753,VASP
30837,ENSG00000160014,CALM3
30843,ENSG00000105287,PRKD2
30848,ENSG00000042753,AP2S1
30851,ENSG00000130748,TMEM160
30857,ENSG00000197405,C5AR1
30873,ENSG00000178980,SEPW1
30904,ENSG00000105443,CYTH2
30926,ENSG00000087074,PPP1R15A
30928,ENSG00000104805,NUCB1
30931,ENSG00000087088,BAX
30935,ENSG00000183207,RUVBL2
30949,ENSG00000104852,SNRNP70
30966,ENSG00000104872,PIH1D1
30969,ENSG00000090554,FLT3LG
30973,ENSG00000104870,FCGRT
30975,ENSG00000142546,NOSIP
30983,ENSG00000126457,PRMT1
30993,ENSG00000104960,PTOV1
30997,ENSG00000039650,PNKP
31072,ENSG00000105379,ETFB
31075,ENSG00000105374,NKG7
31095,ENSG00000171051,FPR1
31114,ENSG00000105568,PPP2R1A
31168,ENSG00000179820,MYADM
31176,ENSG00000170909,OSCAR
31177,ENSG00000170906,NDUFA3
31182,ENSG00000105617,LENG1
31185,ENSG00000170892,TSEN34
31271,ENSG00000171443,ZNF524
31390,ENSG00000267216,AC010642.1
31414,ENSG00000130724,CHMP2A
31493,ENSG00000198692,EIF1AY
31560,ENSG00000131100,ATP6V1E1
31562,ENSG00000015475,BID
31588,ENSG00000185608,MRPL40
31590,ENSG00000070010,UFD1L
31610,ENSG00000099901,RANBP1
31661,ENSG00000185651,UBE2L3
31665,ENSG00000128228,SDF2L1
31695,ENSG00000159496,RGL4
31698,ENSG00000128218,VPREB3
31700,ENSG00000250479,CHCHD10
31703,ENSG00000099956,SMARCB1
31708,ENSG00000240972,MIF
31714,ENSG00000099977,DDT
31728,ENSG00000100028,SNRPD3
31759,ENSG00000128294,TPST2
31786,ENSG00000100219,XBP1
31796,ENSG00000182944,EWSR1
31810,ENSG00000184076,UQCR10
31830,ENSG00000242114,MTFP1
31849,ENSG00000198832,SELM
31855,ENSG00000100100,PIK3IP1
31868,ENSG00000128245,YWHAH
31885,ENSG00000100220,RTCB
31909,ENSG00000100292,HMOX1
31910,ENSG00000100297,MCM5
31919,ENSG00000128284,APOL3
31923,ENSG00000100345,MYH9
31926,ENSG00000100348,TXN2
31928,ENSG00000100353,EIF3D
31941,ENSG00000128309,MPST
31945,ENSG00000100385,IL2RB
31954,ENSG00000100060,MFNG
31958,ENSG00000100079,LGALS2
31959,ENSG00000100083,GGA1
31960,ENSG00000100092,SH3BP1
31964,ENSG00000100101,NOL12
31974,ENSG00000100142,POLR2F
31991,ENSG00000100201,DDX17
31997,ENSG00000100216,TOMM22
32001,ENSG00000100242,SUN2
32008,ENSG00000183741,CBX6
32016,ENSG00000239713,APOBEC3G
32028,ENSG00000128272,ATF4
32029,ENSG00000187051,RPS19BP1
32047,ENSG00000100387,RBX1
32051,ENSG00000100395,L3MBTL2
32060,ENSG00000100410,PHF5A
32065,ENSG00000100418,DESI1
32066,ENSG00000196419,XRCC6
32069,ENSG00000167077,MEI1
32092,ENSG00000189306,RRP7A
32094,ENSG00000100227,POLDIP3
32121,ENSG00000138964,PARVG
32144,ENSG00000130638,ATXN10
32165,ENSG00000054611,TBC1D22A
32193,ENSG00000170638,TRABD
32200,ENSG00000100429,HDAC10
32213,ENSG00000130489,SCO2
32215,ENSG00000025708,TYMP
32246,ENSG00000155307,SAMSN1
32322,ENSG00000154723,ATP5J
32345,ENSG00000198862,LTN1
32348,ENSG00000156256,USP16
32349,ENSG00000156261,CCT8
32398,ENSG00000142168,SOD1
32416,ENSG00000159079,C21orf59
32442,ENSG00000159140,SON
32448,ENSG00000241837,ATP5O
32451,ENSG00000243927,MRPS6
32476,ENSG00000159228,CBR1
32495,ENSG00000182670,TTC3
32499,ENSG00000157538,DSCR3
32543,ENSG00000157601,MX1
32565,ENSG00000160185,UBASH3A
32581,ENSG00000160201,U2AF1
32595,ENSG00000160213,CSTB
32601,ENSG00000160221,C21orf33
32643,ENSG00000184900,SUMO3
32646,ENSG00000227039,ITGB2-AS1
32695,ENSG00000160310,PRMT2
32703,ENSG00000198840,MT-ND3
32704,ENSG00000212907,MT-ND4L
